addition to geoid,geoid,,hpi 2010,hpi 2019,% change
,6037920028,14000US06037920028,368.69,598.81,0.62
,6037920029,14000US06037920029,279.84,457.37,0.63
,6037920031,14000US06037920031,209.71,299.25,0.43
,6037920032,14000US06037920032,150.33,221.62,0.47
,6037920034,14000US06037920034,283.5,451.81,0.59
,6037920035,14000US06037920035,579.14,966.85,0.67
,6037920036,14000US06037920036,268.26,433.62,0.62
,6037920039,14000US06037920039,250.44,384.22,0.53
,6037920040,14000US06037920040,255.83,397.94,0.56
,6037920042,14000US06037920042,460.41,715.98,0.56
,6037920043,14000US06037920043,136.75,173.68,0.27
,6037920044,14000US06037920044,403.72,639.53,0.58
,6037920045,14000US06037920045,338.5,501.31,0.48
,6037920102,14000US06037920102,205.1,312.5,0.52
,6037920104,14000US06037920104,273.34,394.99,0.45
,6037920106,14000US06037920106,208.46,337.51,0.62
,6037920111,14000US06037920111,418.46,638.46,0.53
,6037920112,14000US06037920112,475.08,743.3,0.56
,6037920115,14000US06037920115,191.15,252.04,0.32
,6037920116,14000US06037920116,257.26,378.77,0.47
,6037920118,14000US06037920118,274.63,414.92,0.51
,6037920119,14000US06037920119,162.14,230.72,0.42
,6037920303,14000US06037920303,125.4,201.17,0.6
,6037920312,14000US06037920312,269.96,403.57,0.49
,6037920313,14000US06037920313,586.32,911.49,0.55
,6037920314,14000US06037920314,303.26,454.15,0.5
,6037920322,14000US06037920322,377.44,570.25,0.51
,6037920326,14000US06037920326,284.08,388.08,0.37
,6037920329,14000US06037920329,319.6,483.86,0.51
,6037920330,14000US06037920330,270.49,432.06,0.6
,6037920331,14000US06037920331,528.12,775.22,0.47
,6037920332,14000US06037920332,277.51,400.82,0.44
,6037920334,14000US06037920334,591,862.3,0.46
,6037920336,14000US06037920336,250.63,385.23,0.54
,6037920338,14000US06037920338,174.88,230.58,0.32
